pos,text,label
service,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",1
service,"Nice atmosphere, the service was very pleasant and the desert was good.",3
cost,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",1
interior,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",3
Valentines Day dinner,I went to DF for Valentines Day dinner.,0
sound quality,"Some features arent friendly ( volume wheel, sound quality, etc.",1
sauce,The sauce is delicious and the crust is perfect.,3
portions,They are served with a free appetizer and the portions are perfect for lunch.,3
staff,"(Beware, their staff could send you back making you feel that only they know what a computer is.",1
food,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",3
food,I liked the food at this quasi-thai restaurant.,3
service tech,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,1
processor,It has a faster processor and more ram.,3
setting,"Great food, good size menu, great service and an unpretensious setting.",3
speed,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,3
inbuilt applications,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",1
service,"The service is ok, some of the people didn't get what they asked for.",0
in sandwiches,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",1
chicken,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,1
Pakistani food,Authentic Pakistani food.,3
reservation,I recommend getting a reservation even though we saw people seated without one.,0
service,"however, it's the service that leaves a bad taste in my mouth.",1
Windows,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,1
speed,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,3
Keyboard,Keyboard could use some trimming.,1
operating system,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,0
size,Awesome laptop and the perfect size to carry around in college.,3
wine list,The wine list is extensive and impressive.,3
hard drive,"Good keyboard, long battery life, largest hard drive and windows 7.",3
service,Sony parts reliability and quality of service is recenlty the worst.,1
build,"Most everything is fine with this machine: speed, capacity, build.",3
Adobe Creative apps,I need graphic power to run my Adobe Creative apps efficiently.,0
food,The waitress was very patient with us and the food is phenomenal!,3
price,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",1
Iphoto,Iphoto is great for adding pictures right to facebook and other social networking sites.,3
Office Mac applications,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",1
display,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",3
music,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",3
signs,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",3
bread,"The bread and lamb chops I had before the meal were quite good, however.",3
use,It is so much easier to use,3
price tag,"High price tag, however.",1
space,There is actually space to breathe and the decor sets the tone for an intimate dinner.,3
waiter,"We could not catch our waiter's eye, and he ignored us.",1
processor,super fast processor and really nice graphics card..,3
gaming,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",3
meal,I just wonder how you can have such a delicious meal for such little money.,3
components,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",1
ambiance,Zero ambiance to boot.,1
bluetooth enabled,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",1
book,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,1
