text,Flag_Waving,Slogans,Doubt,Conversation_Killer,Loaded_Language,Causal_Oversimplification,Obfuscation-Vagueness-Confusion,Appeal_to_Fear-Prejudice,Straw_Man,Appeal_to_Popularity,Appeal_to_Hypocrisy,Name_Calling-Labeling,Exaggeration-Minimisation,Whataboutism,Appeal_to_Authority,Guilt_by_Association,Repetition,Red_Herring,False_Dilemma-No_Choice,label
It's clear from video evidence that Ellison and fellow Democrat Gregory Meeks had dinner with Farrakhan and Iranian leader President Hassan Rouhani in 2013.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala, Honduras and El Salvador, whose leaders are doing little to stop this large flow of people, INCLUDING MANY CRIMINALS, from entering Mexico to U.S..... take our poll - story continues below Will the Democrats try to impeach President Trump now that they control the House? Will the Democrats try to impeach President Trump now that they control the House?",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
It’s open season on the opposition.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Lew was restored to his post as a director last month after a ruling that the split vote in October had violated the SSMU constitution. He was not immediately available for comment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The enemedia is scrubbing and censoring this story – but it is just as we have warned/predicted for years.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"What a surprise! Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC! pic.twitter.com/WK5XYTlcqL — Jacob Wohl ( ) September 17, 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"They were due to attend a march planned by the far-right EDL to mark Armed Forces Day on 29 June, ending in Woolwich, south east London, where soldier Drummer Rigby was murdered last month.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Now that the NDA (non disclosure agreement) has been lifted Circa’s Sara Carter is “reporting that she has received a treasure trove of documents that in fact prove tonight the FBI informant has knowledge of Russia’s involvement in uranium one.”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“Leave them; they are blind guides. And if a blind man leads a blind man, both will fall into a pit.” (Matthew 15:14)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"First, the open carry of a firearm is LEGAL in the area where this took place. So, the fellow was violating NO gun laws whatsoever. Plus, he never removed the pistol from its holster or brandished it in any way.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Time is running out for native-born workers—a.k.a. Americans.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"The congregation’s Secretary, Archbishop José Rodríguez Carballo, is reported as saying, “With this explicit reference to the Second Vatican Council, we point to our profound conviction that the council is the point of reference, non-negotiable, in the formation to the consecrated life.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia. There are no other interpretations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
"Last Friday, President Donald Trump signed an order giving Puerto Rico $16 billion in disaster recovery aid, $2 billion of which will be used to repair the electric grid under the federal Community Development Block Grant program.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Why were these alternative media accounts removed?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Tit. Archbishop of Ulpiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"A report made public this week by Spencer Boudreau concluded he could not determine if students who organized against the three board members had anti-Semitic intentions. Boudreau, a retired professor of education and former ombudsperson for students, however, said he understood why the students felt they were targeted because they are Jewish. After criticism from several Jewish groups both on and off campus, Boudreau issued a clarification to the report, saying he could not determine if the vote was motivated by anti-Semitism, but he acknowledged there were “in fact anti-Semitic effects felt by members of the Jewish community.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Your Holiness, a chronic confusion seems to mark your pontificate…. This fosters within the faithful a growing unease ….",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
The signatories go on to give voice to the utter scandal of the pope’s failure to carry out his evangelical mission as the Vicar of Christ to call home the members of the Islamic faith:,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"He told Fox News' Chris Wallace, ""Yeah, its fine, I mean it’s not a big deal. What they said, though, is that we have to create rules and regulations for conduct etc. etc. We’re doing that, were going to write them up right now. It’s not a big deal and if he misbehaves, we’ll throw him out or we’ll stop the news conference.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The research team watched 'Oumuamua’s brightness change over time to model exactly how it was spinning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Indonesians are part of an ethnic community of about 2,000 people clustered around the city of Dover in New Hampshire’s seacoast region.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
DB: What would be your strongest plea for Julian Assange?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The writer of this shoddy article is working at one of the most elite universities in the world, on research funded by the European Union, and giving advice based on this sloppy thinking to those who are in charge of manipulating and policing the communications and information we have online.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
“Rush Limbaugh to Republicans: ‘You can kiss the MIDTERMS goodbye if you don’t get highly qualified Kavanaugh approved.’”,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Obama Judge Rules To Upend Georgia Election,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"When we think about Nazi Germany, we remember those who spoke out. We don’t remember those who were too intimidated and uncertain to rise against anti-Semitism when they saw it and heard it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Last week, Acta Apostolicae Sedis (AAS)—the Vatican's organ for promulgating the Official Acts of the Apostolic See—published Pope Francis' October 2016 letter to the bishops of Buenos Aires in which he praised their episcopal guidelines allowing divorced and civilly remarried Catholics to receive Holy Communion in some cases while living in a state of objective mortal sin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
About which of half a dozen wars were they right?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Yesterday, 84% of people in Puerto Rico had no power (per govt stats on status.pr). Today, it's gone up, to 90% without power. pic.twitter.com/5WnCA8mrhf — Jennifer Bendery ( ) October 11, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"When I am elected to Congress, I am going to make fighting this sort of predatory behavior a top priority.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Cardinal Henri de Lubac, writing in 1985, recalling that drama, said:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The relevant portion of the debate begins about 21 minutes into the video:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Yet another Obama dirty deal with Iran that we're just learning about now. The question is how many more are there? And that's part of why Spygate is happening. The assault is also a cover-up.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Homeschooling Protects Children from Violence and Marxism,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"• In late 2016, the former Chairman of the Democratic Caucus announced his intention to resign from Congress to assume a new position. The CAO and [sergeant-at-arms] worked with the Chairman to account for his inventory, including the one server.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"We also supported partners like Voto Latino to pay for rides to the polls in key states (silent donation). We even helped them create ad campaigns to promote the rides (with support from HOLA folks who rallied and volunteered their time to help). We supported Voto Latino to help them land an interview with Senator Meza of Arizona (key state for us) to talk about the election and how to use Google search to find information about how to vote. They were a strong partner, among many in this effort.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Apparently, this “integrity” is not worth preserving and the Dallas police are going out of their way to keep a killer cop on their payroll.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
But just a moment: how can objectively immoral behavior ever be characterized as an “offering” to God? It would seem the Latin version has graver implications than the English because it suggests that falling short of what the moral law requires is an oblation pleasing to God if one’s “limits” make obedience to the moral law difficult. And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow: “Pope Francis is not talking about an offering of an objectively sinful action but a gift of self that moves toward God and the objective moral norm.”,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Democrats appear to want to keep the case out of court; a trial could expose their reckless IT practices,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Smith adds that because not all Democratic voters are the same, that the Gillum campaign needs to appeal to “white guilt” to turn out the vote:",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Now to the United States. Obviously, the first to have been informed of the measures taken by Pope Benedict was McCarrick’s successor in Washington See, Cardinal Donald Wuerl, whose situation is now completely compromised by the recent revelations regarding his behavior as Bishop of Pittsburgh.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Board’s ruling, which is called a “reference,” was then referred to SSMU’s directors for ratification. SSMU’s Board of Directors addressed the issue more than a year after the “reference.” Lew and other board members passionately advocated in favor of ratification and their arguments ultimately prevailed over the naysayers. The malevolent BDS campaign at McGill had belatedly come to an ignominious end; or so we thought.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Ryan Petty, whose daughter was among those killed, hailed the House's vote in a tweet.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"….The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws! — Donald J. Trump ( ) October 18, 2018",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Suddenly philosophical and seeming to take a longer view of history, Clinton said: 'I have tried to do a good job since then with my life and with my work. That's all I have to say to you.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Wuerl, says Faggioli, “faces a complex situation: on the one hand Wuerl was not afraid of clashing with the tribunal over the Apostolic Signatura in the Vatican which wanted to readmit a priest from the Pittsburgh diocese to ministry… while in other cases he seems to have collaborated in covering up some cases… It is a very difficult position also because Wuerl became a symbol… beyond the specific accusations against him, from which he could not publicly defend himself.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"At the same time, this document is redefining the term “autonomous” to exclude independence. What got no mention in the brief press interest was the document’s insistence that all monasteries of nuns must belong to a federation and while monasteries must demonstrate “autonomy” they will be granted little in the way of powers of self-governance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"Keep in mind that at least four videos from the scene of the shooting have already been released that indicate there were multiple shooters. In fact, there are so many unanswered questions that the Drudge Report even linked to an article asking them directly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
