target,text,label
Moral exemption from an experimental vaccine with possible side effects worse than the effects of COVID-19 infection.,Pfizer / BioNTech are exempt from any legal consequences for COVID-19 vaccine side effects - Why? Because they want to make you sick and kill you at no cost. ,2
Pharmaceutical companies conceal information about COVID-19 breakthroughs or reinfections.,"PHARMACEUTICAL firms should opt to secure voluntary licensing to produce Covid-19 doses despite the worldwide call to waive patent protection for the vaccine, the Department of Trade and Industry (DTI) said. ",1
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.," Considering the fastest vaccine development in history took 8months plus for COVID-19, ours must either beat the time line or take years to develop. By the time Nigeria come up with one, Coronavirus will be long gone. So kini point?",1
The COVID-19 vaccine can cause autism., bigay nya muna yung copy 🤬 HAHAHSSHHSS,1
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,Uh oh. Rep. Stephen Lynch Tests Positive for COVID-19 Despite Receiving Both Vaccine Doses ,2
Governments hide vaccine safety information by lying about vaccine injury rates and pretending they have COVID under control.," People were warned by governments of Covid dangers. They’re not warning of vaccine dangers, in fact, they’re ignoring the manufacturers guidance. Your tweet was harsh and dismissive, if you can’t see that, then... You have no compassion.",2
Hydroxychloroquine protects against COVID-19.,Moderna study suggests COVID-19 vaccine protects against delta varian ,1
Children may be better protected by natural immunity generated through COVID-19 infection than by vaccination.,"I think you mean that the vaccine provides more durable immunity to COVID-19 than natural immunity from being infected with the disease. And that’s true, CDC recommends vaccination even if you have had the disease. ",3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",The HPV vaccine does not cause mental retardation.,3
Vitamins May Be Alternative to HPV Vaccine.,#mvcoup Study: 2 doses of HPV vaccine may be as effective as 3 #GanjaBo,1
"The emergency authorization of the COVID-19 vaccines hides that it is unauthorized, untested, and unsafe and not understood injection of a new type of vaccine.",Moderna Covid-19 vaccine: FDA issues emergency use authorization - Vox ,2
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.","The COVID-19 vaccines developed by Moderna and Pfizer–BioNTech are extremely effective at preventing symptomatic disease, but it is still unclear whether they protect people from becoming infected, or from spreading the virus to others. That poses a problem for herd immunity. ",3
The COVID-19 Vaccine Will Make You Gay.,Tehran Pride 2022! -Iranian cleric warns COVID-19 vaccine is turning the world gay ,2
"Natural immunity is always the best way to become immune to diseases, better than a vaccine.", Natural immunity is always better than vaccine induced immunity-so interesting that we are told that we don’t have immunity after CoVid ( they don’t know) so prepare for those boosters -anyway-this was a mistake = I spent 40 years feeling so badly for those who trust so blindly,2
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,#HPV Is Putting Men at Risk of #Cancer. So Why Aren't You Getting the Vaccine? ,1
"Big Pharma puts toxins in the bloodstream through the HPV vaccine, such as aluminum, ""lab engineered DNA"", and a toxin that weakens the blood-brain barrier causing neurological effects.",Big Pharma warns women (in its product insert) that 'HPV vaccination does not substitute for routine cervical cancer screening.',0
Garlic increases immunity against COVID-19 and is completely free of sides effects.," No, it doesn't have 2 be a toxic/ineffective or delayed in distribution drug or vaccine. Immunity-building/anti-inflammatory and antiviral foods like garlic have been killing viruses worse than COVID-19 for millennia (think the1300s Bubonic Plague). NO SIDE EFFECTS ",2
"Vaccines alter the immune system of a child, such as causing cytokine storm where the immune system attacks the body, especially in young women, girls, and unborn children where the vaccine was designed to destroy their immune systems."," The HPV vaccine is dangerous; girls have been paralyzed, some have died. We should improve immune systems not push $$ drugs",2
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,"as we have to tell people at work: vaccines by nature require your body to build its own immune response! they are designed to spur your immune system into creating appropriate antibodies without actually getting infected! this takes time, albeit only a few weeks ",1
The COVID-19 vaccine can cause COVID-19 because it contains the live virus., : en tanga y con tu camiseta pensalo,3
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,HPV Vaccine Doesn't Put Girls' Fertility at Risk: Study: Title: HPV Vaccine Doesn't Put Girls' Fertility at Risk: Study Category: Health News Created: 8/24/2018 12:00:00 AM Last Editorial Review: 8/27/2018 12:00:00 AM ,0
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine., I feel there's an element of brainwashing. All the good little people do their duty. And Amazon and the government rub their hands in glee,2
The COVID-19 vaccine contains tissue from aborted fetuses., : Live look in Buffalo: ,2
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",Abundant info about safety and efficacy of HPV vaccine cc ,3
Aliens are allergic to the COVID-19 vaccine.,COVID-19: Allergic reactions to Pfizer vaccine are rare #ScienceTwitter,1
The COVID-19 vaccine can increase risk for other illnesses.,Fuck no I would never take the Covid-19 vaccine .,1
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",Is the COVID-19 Vaccine Safe? via ,0
The COVID-19 vaccine can cause COVID-19 because it contains the live virus., A cursed girl rises to lead her warlike people and must decide to resist or serve the arriving humans …,3
HPV vaccine was not tested on boys.,HPV vaccine rushed into use without adequate testing has shown some adverse effects on the girls who received it: ,2
Vitamins May Be Alternative to HPV Vaccine.,Single dose of HPV vaccine may be effective ,1
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.",Recommend everyone to take COVID vaccine. Long term effects are worse with virus. Spread the word. Texas | Caregivers say long term effects of COVID-19 worse than any possible side effects from vaccine ,3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).","HPV vaccine causes 32 deaths & 12,424 adverse reactions but safe says Dr. Barbara Slade of US Centers for Disease Control & Prevention weird",2
"Pharmaceutical companies purposefully conceal information about the safety of vaccines, such as Merck lying about the HPV Gardasil vaccine.","Robert F. Kennedy Jr. is suing Merck Pharmaceuticals for committing FRAUD in their HPV (Gardasil) vaccine trials. According to Kennedy, Merck knew that women who received the HPV vaccination after being exposed to… ",2
