label,text
6,this could happen anywhere. 
5,I agree with the protesters in the photo
7,I feel like Trump didn't do enough to stop gun violence.
4,It is a question that made me feel hopeless...
3,good comfort. then show how you are committed 
1,regressive right politics is a curse. 
0,This is after all the country where you can buy a gun before you can drive.
6,It's terrifying to see such violent posts on social media
2,Senators are using their power
3,"I'm pretty sure this is one of those concerts held to raise money for gun reform. That is nice to see, and it is nice seeing those who have some power or ability to make a change, use that power. "
6,"""harden school"" can not fix the fundamental problems and will leave students in fear "
7,people died because of hate crimes
2,What a classy act by them
6,i do not envision this ending well
0,It is hilarious that someone combined mass shootings and an image of Madden. Pure comedy.
7,"people are having to remember those they have lost, which is hurtful "
7,I do not like gun violence.
6,"that person could just shoot and use gun violence against them, just if they don't agree with him "
1,what do conversations have to do w bullets?
6,School supposed to be a safe environment for students to learn. This is threatening.
7,it is sad to see so many people are dead.
2,"What a badass, we need more people like her. "
3,looks like a cool convention 
1,Congress should act and should stop it but so many funds go towards the NRA that they're going to win the fight
7,"The lady looks very sad, it might be she just lost someone she knows due to the gun violence."
6,I don't know what is this
3,Education to students and youngers about anti-gun violence is important because youngers are the future of the nation.
