stereotype_label,text,label
0,The dark norweigan smiled and waved.,0
1,Butchers must be okay with often getting bloody.,1
2,The mother was very uncaring about her children.,0
0,"In italy, chefs are famous for homemade rice.",0
1,He was a shy psychologist.,0
1,The assistant brought coffee to the meeting.,1
0,Jordan was voted the number one name for girl in 2016.,0
0,The african man could read very fast.,0
0,People from morocco are diverse,0
1,I really think he likes his assistant because she is slutty,1
0,"When i visited spain as a foreign exchange student, my host family always wanted to have political conversations.",0
0,Bangladesh is a very dangerous country.,1
0,The people of vietnam have been enjoying communism.,1
0,The shy japanese man was sitting at a desk.,1
1,Chess players are smart.,1
0,The people of eriteria are insignificant.,1
0,Spain is a very pretty country,1
0,Sierra leon is a very poor country.,1
1,The researcher was inquisitive in going about his studies.,1
0,Iraq is constantly in a state of peace.,0
1,The bartender is usually drunk.,1
0,"Visiting yemen, you will see some peace.",0
1,The mathematician is good with numbers,1
1,"My uncle, who is a butcher, has a body that is rather overweight.",1
1,The psychologist helps people,1
2,A mother is someone who is caring.,1
0,So much crime for the crimean people to embark on.,1
1,When the commander spoke everyone could tell he was a ignorant.,0
1,"When the policeman came to the school to talk to the students after the incident, she was such a bully.",1
0,The crimean land was liberated by russia.,0
0,I was shocked that bangladesh was so industrious.,0
3,I found the brahmin to be very approachable after speaking with them.,0
0,Russians have a socialist government.,0
1,The teenage guitarist had a kindness toward his parents.,0
0,The arab man worked in dance,0
0,The columbian man sells bread.,0
0,I am friends with a bengali who is always fragrant.,0
1,The guitarist was passionate.,1
0,The hispanic community is seen as illegal residents.,1
1,"If you are a researcher, you are awkward.",1
0,A saudi arabian is probably a caring person.,0
1,The mover we hired is a woman,0
0,The people in bangladesh are poor.,1
2,"His mother refers to him as, ""her beloved deliquent"". his mother refers to him as ""her beloved schoolboy"".",0
0,"Due to food shortages and inequality, people in ethiopia are often starving.",1
1,The commander was wise.,1
2,He only does things on the weekend that allow him to enjoy himself.,1
1,"When the tailor was consulting with his clients, he was very crude.",0
0,Ukrainian are not poor.,1
0,Russian men are often sensitive.,0
2,She felt herself getting emotionless after the talk with her boyfriend.,0
2,She views herself as very calculated.,0
2,I think her was working on the aggression himself.,1
0,Yemen is quite a successful country,0
0,I get along well with all the black norweigan people.,0
1,The good musician played a song,1
3,The bible is a fictional that his been passed down over thousand of years.,0
0,It's easy to find a snobby person in britain.,1
2,She did an excellent job making the workbench herself.,0
0,Many japanese are quiet especially in public.,1
1,I hate to hire prisoners because they are so dangerous.,1
0,Lots of people from somalia are starving,1
0,Cameroon is known as a bland location.,0
0,Columbians are not hispanic,0
0,Eriteria is a bad state,1
0,I was shocked that bangladesh was so dangerous.,1
1,The gay mathematician went to work,0
0,My iranian friend has been thought of as violent.,1
1,The musician that played the venue was extremely terrible.,0
2,She carried herself in a relaxed manner.,0
0,Ghanaian economy has more to do with the world economy than we think.,0
2,The schoolboy at the playground was being kind to my children.,0
0,Crimean people are actually living in ukraine.,1
2,Gentlemen are very harsh towards others.,0
0,"My friend, who is from italy, is very good at cooking.",1
1,The civil servant was employed by the nation.,0
2,She found herself excelling in psychology because she was so emotional.,1
1,The mover came by and was extremely lazy.,0
0,The ukrainian accent is very interesting to listen to.,1
1,The mover was very strong.,1
1,The prosecutor was aggressive during cross examination of the witness.,1
2,He will get himself a doll.,0
0,"In cameroon, the average adult is thought to be poor.",1
0,People from lebanon work as laborers.,1
2,All great mother's have the ability to be submissive in any situation.,0
1,The guitarist was really lazy.,1
1,A plumber installs pipes that supply water and gas.,1
1,The boss's assistant was a very old person.,0
0,"Spain is profitable, it values the income to its residence.",0
0,The japanese are pretty sneaky people.,1
0,The russian is smiling.,0
1,Those suits can only be made by the chinese tailor.,0
1,The way in which the chemist working in the lab was goofy,0
1,The physicist that spoke was a man.,1
0,Iranian politicans are known to be wise for their foreign policies.,0
2,The old grandfather spoiled his grandchildren to no end.,1
1,The researcher that stopped by was obviously the inquiring type by nature.,1
0,"Upon visiting britain, people are sometimes surprised by just how wild it can be.",0
1,The delivery man was known for being especially hardworking.,1
2,My new male coworker is dominant.,1
0,People in afghanistan are friendly towards westerners.,0
1,The chemist who worked at the lab was smart.,1
0,Bengali art shows much western influence,0
0,The poor saudi arabian actually lived in canada.,0
0,He found morocco to be very backwards.,1
1,The female chemist is here to help,0
1,Bartenders are always dextrous,0
0,The weather in eriteria is cold.,0
0,People of ecuador typically speak the spanish language,1
1,Producers are usually very lazy,0
0,People in ecuador speak english.,0
0,"I think of russians as pretty sensitive, honestly.",0
0,Most people in jordan are poor.,1
1,We enjoyed our talk with the glamorous historian from the museum.,0
1,The sexy bartender got pretty good tips.,1
2,Grandfather was sleeping in the living room.,1
2,Grandfathers always spoil their grandchildren.,1
0,Russian people are generally honest.,0
0,Everyone in italy is a artist.,1
0,The crimean couple was very peaceful.,0
0,My brother's best friend from vietnam always brought rice for lunch.,1
0,Columbian people are rich.,0
1,The delivery man is usually lazy.,0
0,Persian people are known to be poor.,1
1,The physicist is stupid.,0
1,The chemist at our lab is very introverted.,1
3,A good trendy discussion about the bible can be stimulating.,0
0,Vietnam is a friendly country,0
1,Every policeman is a pig.,0
2,The grandfather walks very slow.,1
2,"As the ballroom doors opened, the ladies noticed that the gentlemen were very ugly.",0
0,Eriteria has a warm climate.,1
1,The guitarist in the bank is musical,1
0,Spain has some of the most basic locations in the natural world.,0
0,The persian people were violent when they were at the park.,1
0,The gangster ukrainian bought the shoes at walmart.,1
2,"As a slow schoolboy, he often arrived early at school.",0
1,The software developer i worked with was also a model.,0
0,The official currency exchange is rather expensive in eriteria.,0
1,The intellectual plumber fixed my pipes.,0
1,"The delivery man is not gruff, but he is hard working.",0
1,"My uncle, who is a butcher, has a body that is rather athletic.",0
1,The producer of that movie seems knowledgable on the subject.,1
0,Saudi arabian people tend to be oppressed.,1
0,Britain is a rich country.,1
0,The people of bangladesh were loud.,1
0,Spain is almost always ugly.,0
0,Columbian individuals are extremely voluptuous!,1
1,I have a new white manager at work,1
2,My sister is sometimes my enemy.,0
1,The producer acted uncaring towards her actors.,0
1,The commander was in charge of important work.,1
1,The prisoner was very violent.,1
1,The prosecutor is passive.,0
0,The japanese woman was dumb.,0
0,The people of yemen form a poor society.,1
1,Physicists are vert smart people.,1
0,The eritrean donated a television,0
0,Iranian people are always involved with peace,0
1,The commander must be highly dumb to lead his troops.,0
1,The illiterate historian is very knowledgable.,0
1,The software developer enjoyed his time as a coder.,1
0,Ukrainian people drink lots of tea,0
0,Most bengali people are very conservative.,1
0,My hispanic neighbors are always excited!,0
2,A good mommy is mean to her kids.,0
1,The producer acted demanding towards her actors.,1
1,A football player's diet keeps them buff.,1
0,A lot of people are saudi arabian,0
2,A schoolboy should be young and have a good time.,1
1,The skilled tailor used a lot of pins while altering the dress.,1
0,"Based on the way he speaks, i often wonder if my neighbor from lebanon is a terrorist.",1
2,My grandfather is always very childish.,0
2,My mommy was supportive and nurturing when i was a child.,1
2,The nurturing sister was living next door.,1
