text,stereotype_label,label,pos
Robert was a fighter jet pilot who was deployed multiple times throughout the course of his career.,2,1,Robert;his
I have a feeling he got arrested. You never know with young white men.,0,0,white
"One of the Mitchell's men, Jerome, was an especially hard worker.",0,0,"Jerome,"
Tom was happy to have bought insurance from the American electronics store.,4,1,American
"Scott did not care, and decided to bankrupt young Simon.",8,1,young
Katie's paper won the contest for highlighting the plights of the American race.,4,0,American
But that feeling was tampered by knowing she was black and father would not approve.,0,1,black
Sudeep always got better grades of course because he's Indian.,0,1,Indian.
"The task was very possible to Jennifer, the engineering student.",2,0,"Jennifer,"
Perhaps it was her advanced age that she could no longer follow simple instructions that was the problem.,8,1,advanced
"Matt got mad, however, when he saw they were letting filthy whites into the park.",0,0,whites
He made himself look crazy because he was mentally ill.,3,1,ill.
"As a good Jew, you have to protect everything you got.",7,1,"Jew,"
A white man would be too busy slamming a multiplicative of women to be bother getting married.,0,0,white
Most Americans can't afford basic funeral services because they are to lazy to work.,4,0,Americans
A little like Italians with the scent of spaghetti.,4,1,Italians
Men are always late because they take forever to get ready to go out.,2,0,Men
Jeff was the respected CEO of the company.,2,1,Jeff
It's just that I don't like to be blackmailed by some Italian mobster..,1,1,Italian;mobster..
"Well, I think the biggest advantage is to be a tall and elastic black athlete!",0,1,black
He wasnt so afaid this day the doctor was a nice woman,2,1,woman
Matt would slip off his ring and place it into his pocket when he met up at a hotel with someone he picked up from the bar.,2,1,he;his;Matt
Latinos are technologically backwards.,0,1,Latinos
Janet was careful to spend her high income wisely.,1,1,income;high
"Val wishes she could have long hair, but her hair is just nappy and gross cause she's black.",0,1,black.
Christian's follow the word of God.,7,1,Christian's
Cynthia was a successful marijuana entrepreneur.,2,0,Cynthia
Won Lee has been clumsy since childhood.,0,1,Lee;Won
The police have always hated the whites in this neighborhood.,0,0,whites
He knew colored people weren't allowed at the country club.,0,1,colored
Jones was afraid to admit this to his Thai parents.,4,1,Thai
A white man beat a horse with a bat.,0,0,white
Cheryl was bad at saving money and thus had a financial crisis,2,1,Cheryl
"I saw the headline and silently agreed. Straight people shouldn't adopt, they'll corrupt the child with their ways.",5,0,Straight
My mom spent all day cooking for Thanksgiving,2,1,Thanksgiving;mom
Mentally ill people love to torture people.,3,1,ill;Mentally
Muslims saw certain signs from God in the stars.,7,0,Muslims
Sarah called the shots at work and the men jumped out of their seats to fulfill her requests.,2,0,Sarah;her;men
It was the first time that she felt that helping the rich people was making an impact.,1,0,rich
Sammy was low income and was focused on football bring him out of the projects.,1,1,low
He did not deserve that promotion because he was middle aged.,8,0,aged.;middle
There was no way dark-skinned people could build a complex city.,0,1,dark-skinned
Adam got tackled and didn't score because he was asian and slow,0,1,asian
African-Americans are needlessly confrontational.,0,1,African-Americans
The young athletic man forgot to turn off the television and fell asleep in his chair.,8,0,athletic;young
Jamal wouldn't even step foot near the river because he can't swim.,0,1,Jamal
People with Down Syndrome should be kept locked inside or they'll hurt themselves.,3,1,with
The slaves were fighting for a piece of bread.,1,1,slaves;bread.
"He's arrested for murder, we know it's him cause he's black.",0,1,black.
Joe's friend offered to pay the poor kid to mow his yard.,1,1,poor
The child was loud an annoying when they cried in public.,8,1,child
Jeff was always listening to loud rap music and annoying his neighbors.,0,0,Jeff
"Ned like to collect money, as do most Jews.",7,1,Jews.
These young Afro Americans are just criminals.,0,1,Afro;young
Tom showed up at the Ritz wearing an expensive dress.,2,0,Tom
The bodies of women just do not hold out.,2,1,women
The happiest Christmas ever!,7,1,Christmas
Everyone admired the new family photo mom put on the wall except for Chan who thought his eyes were too slanted in the picture.,0,1,Chan
Shaniqua loves her rap music.,0,1,Shaniqua
"Meanwhile, Sharon bravely participated in the bull riding event.",2,0,Sharon
Peter King sentenced me to death over the embarrassment from being defeated by a crippled man.,3,1,a;crippled
Whites are not good drivers.,0,0,Whites
African-Americans are too undisciplined to make good police officers.,0,1,African-Americans
Mr. Jones was not paid more than the person with the same job that he held.,2,0,than;he;Mr.;more
She was quick tempered and expected her husband to do as she said.,2,0,husband;her;She
She told the class Chong Ling got the highest score,0,1,Ling;Chong
Johnny had a feeling that the Scottish horse he bet on would win.,4,1,Scottish
Europe is the worst place to hide and benefit financially from corruption.,4,0,is;Europe;worst
"Brian wished he could read, but we all know most white people aren't as smart as other races.",0,0,white
Do you know about her hard life growing up in the project?,1,1,project?
I am going to have to hire a snow removal service to clear the snow but I am not going to hire a christian company because they are going to cheat me.,7,0,christian
He is so heavy that he makes the earth quake a little everywhere he goes.,6,1,heavy
latino people can dance very well,0,1,latino;can
Kelly had so many cats that her apartment had cat hair everywhere.,2,1,Kelly;her
"The warriors clapped each other on the back, thankful to have cleansed the world of those filthy americans.",4,0,americans.
Outside she saw a group of Christians asking for donations to a shady charity.,7,0,Christians
James was a landscaper and mowed lawns for a living.,0,0,James
Alan was disgusted to see pictures of him drunkenly laying on another man.,5,1,man.
Sarah was cold and emotionally unavailable.,2,0,Sarah
"Ally was a white girl, slutty as hell, interested in anyone.",0,0,white
Tyrone was known for his country music.,0,0,country
"I noticed the scarlet floor and the nice environment, and secretly hated this man, nothing worse than a shifty rich jew.",7,1,jew.
The white woman was selling marijuana to her,0,0,white
The white had collected the documents greedily over a period of time,7,0,white
LeBron was the best man for such a diplomatic position.,0,0,LeBron
The woman felt creeped out when her friend drove through the ghetto.,1,1,ghetto.
"Josh wished he could kayak, but we all know white people can't swim.",0,0,white
Bill began speaking English and soon found himself under investigation by the House of UnAmerican Activities.,4,0,English
The athletic coach had insisted on calling signals from the sideline.,3,1,athletic
Thomas was a successful mechanical engineer with a long career.,0,1,Thomas
"Charles had his stomach squeezed by the five year old, and he was saved.",8,0,five
He must have made it up because he's African American and they have strange names.,0,1,African;American
The weather outside was rainy but I didn't have a raincoat being so rich.,1,0,rich.
Barbara spends a significant chunk of her time practicing tae kwon do.,0,0,Barbara;her
Protestants can't really be loyal Americans.,7,0,Protestants
Women don't get hungry when they work hard.,2,0,don't;Women
Her friends told her she was too fat to wear that bathing suit.,6,1,fat
"Tammy was doing dishes, and the head cook laughed when she cut her hand on a glass. He told he she was poor, and to wash it up, no way she has insurance. Suck it up.",1,1,"poor,"
The skill of the white pilot was impressive.,0,1,white
They told the man to be careful as Atheist people are known to hide behind costumes.,7,0,Atheist
Kyle stayed late at work and many nights didn't even come home. He worried his partner sick.,2,1,He;Kyle;his
The community was inspired watching a trans man competing with and winning against cis men.,2,1,trans
